歌曲id,歌曲频率,歌曲名字,歌手id,歌曲歌词
299757,123.0,红豆,9621,作曲柳重言编曲辛伟力还没好好的感受雪花绽放的气候我们一起颤抖会更明白什么是温柔还没跟你牵着手走过荒芜的沙丘可能从此以后学会珍惜天长和地久有时候有时候我会相信一切有尽头相聚离开都有时候没有什么会永垂不朽可是我有时候宁愿选择留恋不放手等到风景都看透也许你会陪我看细水长流还没为你把红豆熬成缠绵的伤口然后一起分享会更明白相思的哀愁还没好好的感受醒著亲吻的温柔可能在我左右你才追求孤独的自由有时候有时候我会相信一切有尽头相聚离开都有时候没有什么会永垂不朽可是我有时候宁愿选择留恋不放手等到风景都看透也许你会陪我看细水长流有时候有时候我会相信一切有尽头相聚离开都有时候没有什么会永垂不朽可是我有时候宁愿选择留恋不放手等到风景都看透也许你会陪我看细水长流
562594267,86.0,成全,3685,作词施立陈没作曲陈小霞编曲谷粟屋顶音乐工作室看着你和他走到我面前微笑地对我说声好久不见如果当初没有我的成全是不是今天还在原地盘旋不为了勉强可笑的尊严所有的悲伤丢在分手那天未必永远才算爱的完全一个人的成全好过三个人的纠结我对你付出的青春这么多年换来了一句谢谢你的成全成全了你的潇洒与冒险成全了我的碧海蓝天他许你的海誓山盟蜜语甜言我只有一句不后悔的成全成全了你的今天与明天成全了我的下个夏天不为了勉强可笑的尊严所有的悲伤丢在分手那天未必永远才算爱的完全一个人的成全好过三个人的纠结我对你付出的青春这么多年换来了一句谢谢你的成全成全了你的潇洒与冒险成全了我的碧海蓝天他许你的海誓山盟蜜语甜言我只有一句不后悔的成全成全了你的今天与明天成全了我的下个夏天我对你付出的青春这么多年换来了一句谢谢你的成全成全了你的潇洒与冒险成全了我的碧海蓝天他许你的海誓山盟蜜语甜言我只有一句不后悔的成全成全了你的今天与明天成全了我的下个夏天录音工程师陈伯豪钟国泰混音工程师钟国泰录音室白金原子混音室白金吉他许华强和声马毓芬
1330858912,13.0,遥远的你 (正式版),30892270,作词李亚然王明明作曲王明明演唱小伙伴王明明李鑫然李尚阳谷天丰孔维通曹翼明明眼角闪起的泪光无边无际地游荡眉下的一记荒唐庸俗地写在脸上鑫然犹如一缕阳光但却觉得感伤记忆挥散不去却藏进了我的诗句合七月的风八月的雨卑微的我喜欢遥远的你你还未来怎敢老去未来的我和你奉陪到底你若同意我一定去可你并不在意我的出席你的过去无法参与但我还是喜欢你尚阳我有一把钥匙能解开你的故事单纯的像个孩子偏藏进了我的诗句合七月的风八月的雨卑微的我喜欢遥远的你你还未来怎敢老去未来的我和你奉陪到底你若同意我一定去可你并不在意我的出席你的过去无法参与但我还是喜欢你七月的风八月的雨卑微的我喜欢遥远的你你还未来怎敢老去未来的我和你奉陪到底你若同意我一定去可你并不在意我的出席你的过去无法参与但我还是喜欢你七月的风八月的雨卑微的我喜欢遥远的你你还未来怎敢老去未来的我和你奉陪到底你若同意我一定去可你并不在意我的出席你的过去无法参与但我还是喜欢你
108503,61.0,期待爱,3684,作词林怡凤许环良作曲林俊杰编曲蔡政勋一直在等待空荡的口袋想在里面放一份爱总是被打败真的好无奈其实我实实在在不管帅不帅想要找回来自己的节拍所以这一次我要勇敢大声说出来期待期待你发现我的爱无所不在我自然而然的关怀你的存在心灵感应的方向我一眼就看出来是因为爱我猜你早已发现我的爱绕几个弯靠越近越明白不要走开幸福的开始就是放手去爱想要找回来自己的节拍所以这一次我要勇敢大声说出来期待期待你发现我的爱无所不在我自然而然的关怀你的存在心灵感应的方向我一眼就看出来是因为爱我猜你早已发现我的爱绕几个弯靠越近越明白不要走开幸福的开始就是放手去爱幸福的开始就是放手去爱制作人林俊杰许环良制作协力冯时泽蔡政勋键盘蔡政勋吉他和声编写林俊杰和声林俊杰录音室北京新加坡录音师许环良混音室新加坡混音师许环良大潮音乐经纪有限公司大潮音乐经纪有限公司
27510174,32.0,一半一半,906118,时间的微风吹过缓缓拂过了耳畔你的容颜一直悄悄改变离去太久才发觉回忆里面多少片段还能一一浮现在脑海想要再重来回到年少的姿态你的白发也不再生命的短暂生活的阻碍已经逝去的五分之三还有多少安排有多少期待过去的梦何时捡起来年轻的牵绊老去的无奈生命重复着因果循环还有谁的身影能永远如此的伟岸你的生命给了我一半你的爱也给了我一半夏天不懂冬日的严寒未曾想过人生的辛酸往昔有过多少的遗憾最后全都微笑着释然是否爱就是要被他人欺诈未来却不会悔改没有任何的不凡也没有夺目光彩我却明白你的意义所在别人都无法替代就算有时产生些许不快你也很快就抛开虽然很平淡没有多少的波澜却想时间过更慢生命的短暂生活的阻碍已经逝去的五分之三还有多少安排有多少期待过去的梦何时捡起来年轻的牵绊老去的无奈生命重复着因果循环还有谁的身影能永远如此的伟岸无论我选择何种未来无论你心中如何不安最后还是放弃了愤慨相信我已能独自承担就算脾气总是特别坏就算整天抱怨着不满却也怎么都无法放弃这孤独港湾年轻的牵绊老去的无奈生命重复着因果循环还有谁的身影能永远如此的伟岸你的生命给了我一半你的爱也给了我一半夏天不懂冬日的严寒未曾想过人生的辛酸往昔有过多少的遗憾最后全都微笑着释然谢谢你让我成为最幸福的小孩感谢你的爱
1320097340,80.0,天亮以前说再见,30471284,作词康梓峰作曲康梓峰编曲王柏鸿水花只能开在雨天烟花要绽放在黑夜雪花多舍不得冬天像我舍不得和说你再见谎言并不代表欺骗诺言也不一定兑现誓言就都留给时间就请把从前留在今天天亮以前说再见笑着泪流满面去迎接应该你的更好的明天昙花若只一现更要开的耀眼别回头去拥有属于你更好的世界天亮以前说再见让我留在今天去保护我和你的最好的夏天情丝若水三千只取一瓢眷恋当你来过的纪念水花只能开在雨天烟花要绽放在黑夜雪花多舍不得冬天像我舍不得和说你再见谎言并不代表欺骗诺言也不见得兑现誓言就都留给时间就请把从前留在今天天亮以前说再见笑着泪流满面去迎接应该你的更好的明天昙花若只一现更要开的耀眼别回头去拥抱属于你更好的世界天亮以前说再见让我留在今天去保护我们最美最好的今夜情丝若水三千只取一瓢眷恋当你来过的纪念录音浔浔缩混张栩赫和声王健和声编写王健制作人浔浔配唱制作人浔浔录音室混音室制作团队音乐社团柏鸿工作室企划营销梦童娱乐监制三千千和世纪
150430,39.0,就是爱你,5196,作词娃娃作曲陶喆编曲陶喆我一直都想对你说你给我想不到的快乐像绿洲给了沙漠说你会永远陪着我做我的根我翅膀让我飞也有回去的窝我愿意我也可以付出一切也不会可惜就在一起看时间流逝要记得我们相爱的方式就是爱你爱着你有悲有喜有你平淡也有了意义就是爱你爱着你甜蜜又安心那种感觉就是你我一直都想对你说你给我想不到的快乐像绿洲给了沙漠说你会永远陪着我做我的根我翅膀让我飞也有回去的窝我愿意真的愿意付出所有也要保护你在一起时间继续流逝请记得我有多么的爱你就是爱你爱着你不弃不离不在意一路有多少风雨就是爱你爱着你放在你手心灿烂的幸福全给你就是爱你爱着你不弃不离不在意一路有多少风雨就是爱你爱着你放在你手心放在你手心灿烂的幸福全给你就是爱你爱着你我都愿意就是爱你爱着你要我们在一起要我们在一起就是爱你爱着你爱着你我都愿意我都愿意就是爱你爱着你要我们在一起要我们在一起就是爱你爱着你我都愿意就是爱你爱着你我们在一起要我们在一起
441491828,35.0,水星记,2843,作词郭顶作曲郭顶编曲郭顶监制郭顶着迷于你眼睛银河有迹可循穿过时间的缝隙它依然真实地吸引我轨迹这瞬眼的光景最亲密的距离沿着你皮肤纹理走过曲折手臂做个梦给你做个梦给你等到看你银色满际等到分不清季节更替才敢说沉溺还要多远才能进入你的心还要多久才能和你接近咫尺远近却无法靠近的那个人也等着和你相遇环游的行星怎么可以拥有你这瞬眼的光景最亲密的距离沿着你皮肤纹理走过曲折手臂做个梦给你做个梦给你等到看你银色满际等到分不清季节更替才敢说沉溺还要多远才能进入你的心还要多久才能和你接近咫尺远近却无法靠近的那个人也等着和你相遇环游的行星怎么可以拥有你还要多远才能进入你的心还要多久才能和你接近咫尺远近却无法靠近的那个人要怎么探寻要多么幸运才敢让你发觉你并不孤寂当我还可以再跟你飞行环游是无趣至少可以陪着你
29713754,52.0,匆匆那年,9621,作词林夕作曲梁翘柏编曲梁翘柏匆匆那年我们究竟说了几遍再见之后再拖延可惜谁有没有爱过不是一场七情上面的雄辩匆匆那年我们一时匆忙撂下难以承受的诺言只有等别人兑现不怪那吻痕还没积累成茧拥抱着冬眠也没能羽化再成仙不怪这一段情没空反复再排练是岁月宽容恩赐反悔的时间如果再见不能红着眼是否还能红着脸就像那年匆促刻下永远一起那样美丽的谣言如果过去还值得眷恋别太快冰释前嫌谁甘心就这样彼此无挂也无牵我们要互相亏欠要不然凭何怀缅匆匆那年我们见过太少世面只爱看同一张脸那么莫名其妙那么讨人欢喜闹起来又太讨厌相爱那年活该匆匆因为我们不懂顽固的诺言只是分手的前言不怪那天太冷泪滴水成冰春风也一样没吹进凝固的照片不怪每一个人没能完整爱一遍是岁月善意落下残缺的悬念如果再见不能红着眼是否还能红着脸就像那年匆促刻下永远一起那样美丽的谣言如果过去还值得眷恋别太快冰释前嫌谁甘心就这样彼此无挂也无牵如果再见不能红着眼是否还能红着脸就像那年匆促刻下永远一起那样美丽的谣言如果过去还值得眷恋别太快冰释前嫌谁甘心就这样彼此无挂也无牵我们要互相亏欠我们要藕断丝连制作梁翘柏键盘梁翘柏钢琴何秉舜吉他黄仲贤贝斯鲸仔鼓手郝稷伦和声窦颖弦乐编写何秉舜弦乐中国爱乐乐团第一小提琴陈允吴阳曾诚刘睿张晗宋晓晨罗林贾梅第二小提琴简蓓王欣崔小蕾佟婓陈猷翔刘媛元中提琴张安祥毛新光李纪泽孙音音大提琴赵云鹏吴瑕赵宇东杨长缨大提琴独奏朱亦兵小提琴独奏曾诚录音棚水瓶座北京香港狂喜北京中国歌剧舞剧院录音棚北京乐坊录音室北京录音师林梦洋阿铭崔禄李军混音师
208958,25.0,越来越不懂,7214,作词蔡健雅作曲蔡健雅在我二十二岁时回想起当时多么想谈恋爱妈妈说就让它来然而在我三十二岁时发现我没太多的心去等待它失去某种色彩得不到的就更加爱太容易来的就不理睬其实谁不想遇见真爱爱得绝对爱得坦白以为遇上了就会明白但每次它只留下惊鸿一瞥的感慨我越来越不懂爱才三十二岁的我虽然一个人过也过得够精彩偶尔才想谈恋爱然而爱总是乱了节拍我只能够瞎猜也许能中了头彩中了又觉得奇怪得不到的就更加爱太容易来的就不理睬其实谁不想遇见真爱爱得绝对爱得坦白以为遇上了就会明白但每次它只留下惊鸿一瞥的感慨我越来越不懂爱得不到的无所谓就算是自我安慰没必要伤悲得不到的就更加爱太容易来的就不理睬其实谁不想遇见真爱爱得绝对爱得坦白以为遇上了就会明白但每次它只留下惊鸿一瞥的感慨我越来越不懂爱以为遇上了就会明白但每次它只留下惊鸿一瞥的感慨我越来越不懂爱
539941039,80.0,佛系少女,12107534,作词申名利朱鸽作曲朱鸽编曲朱鸽我失了忆每天都是星期七赖在家里学树懒倍速挪移床和游戏每一个都要宠溺以免它们吃醋妒忌伤了和气电话响起又在期待的奇迹不自觉的开始有些紧张心悸幻想和你聊什么样的话题不着痕迹透露会惊讶的秘密你说你喜欢森女系而我多了一个就像去掉一半变我在默默等着你哪怕中年危机我的爱不过气你说爱喜欢随天意我就爱上了锦鲤预支了所有运气换一次概率拉低伪装的不在意假装很佛系自定义的甜蜜红尘滚滚不要着急出门带一杯枸杞人生苦短迟早如意干杯吧为了友谊电话响起又在期待的奇迹不自觉的开始有些紧张心悸幻想和你聊什么样的话题不着痕迹透露会惊讶的秘密你说你喜欢森女系而我多了一个就像去掉一半变我在默默等着你哪怕中年危机我的爱不过气你说爱喜欢随天意我就爱上了锦鲤预支了所有运气换一次概率拉低伪装的不在意假装很佛系自定义的甜蜜你说你最喜欢原滋原味而我就像是你一个累赘为了爱我放弃你学不会别管我让微笑一直伴随我说我最喜欢你的滋味因为你我可以整夜不睡等到你遇见你这个机会我相信我的直觉一定对你说你喜欢森女系而我多了一个就像去掉一半变我在默默等着你哪怕中年危机我的爱不过气你说爱喜欢随天意我就爱上了锦鲤预支了所有运气换一次概率拉低伪装的不在意假装很佛系自定义的甜蜜吉他朱家明和声皎月朱鸽编配朱鸽冯提莫录音朱鸽浔浔混音殇小谨母带冯剑平监制暗杠制作人朱鸽
1294899063,92.0,陷阱,28083340,作词石锦秋作曲石锦秋一封信两年都没动笔三个字过了几个四季你是有多想逃避来不及问问你我已经错过相爱的日期那天你消失在人海里你的背影沉默得让人恐惧你说的那些问题我回答得很坚定偏偏那个时候我最想你我不曾爱过你我自己骗自己已经给你写了信又被我丢进海里我不曾爱过你我自己骗自己明明觉得自己很冷静却还掉入我自己的陷阱那天你消失在人海里你的背影沉默得让人恐惧你说的那些问题我回答得很坚定偏偏那个时候我最想你我不曾爱过你我自己骗自己已经给你写了信又被我丢进海里我不曾爱过你我自己骗自己明明觉得自己很冷静却还掉入我自己的陷阱一个人在夜里想的太多离开我你的生活不再寂寞我不曾爱过你我自己骗自己已经给你写了信又被我丢进海里我不曾爱过你我不曾爱过你我自己骗自己已经给你写了信又被我丢进海里我不曾爱过你我自己骗自己明明觉得自己很冷静却还掉入我自己的陷阱
86849,275.0,爱与诚,2849,作词林夕作曲曹雪芬编曲其实自己一个更开心只等你讲其实大家早已嫌大家却扮忙恨有多一点碰撞仍然无聊事干不敢打搅对方要是你愿意诚实讲一趟彼此都起码觉得释放不要哭我也忍得了这些年来的委曲没法真心爱下去只好真心真意的结束别再做情人做只猫做只狗不做情人做只宠物至少可爱迷人和你不瞅不睬最终只会成为敌人沦为旧朋友是否又称心没有心只像闲人若有空难道有空可接吻注定似过路人陌生你怎么手震长期被迫恋爱也真比失恋更惨长期扮演若无其事般更困难是我专登反应慢明明为时甚晚牌一早该要摊再像我伴侣仍望多一眼一生都将会记得今晚别再做情人做只猫做只狗不做情人做只宠物至少可爱迷人和你不瞅不睬最终只会成为敌人沦为旧朋友是否又称心没有心只像闲人若有空难道有空可接吻这预告发自虔诚内心对不起自动分手错愕的你怕会伤感麻木的我现在也可转台来贺你新生别再做情人做只猫做只狗不做情人做只宠物至少可爱迷人和你相交不浅无谓明日会被你憎沦为旧朋友是否又称心没有心只像闲人若有空难道有空可接吻注定似过路人陌生你怎么手震监制雷颂德
1304882023,31.0,当真,188694,作词蒋家驹作曲蒋家驹女如果谁能记得记得未必深刻深刻的记得那个我快乐不快乐男如果谁还不舍未必有舍有得得到了什么别问我吝啬不吝啬女别太当真暧昧是感性留的后遗症是追根刨底始终没结论颓废的像尊瘟神伤了自尊就向我注射几针男我当了真爱你是惯性慢慢在延伸是路口及时亮起了红灯才显得我多么蠢这种才能只配做个过路人过路人女如果谁还不舍未必有舍有得得到了什么别问我吝啬不吝啬合别太当真暧昧是感性留的后遗症是追根刨底始终没结论颓废的像尊瘟神伤了自尊就向我注射几针合我当了真爱你是惯性慢慢在延伸是路口及时亮起了红灯才显得我多么蠢这种才能只配做个过路人合别太当真暧昧是感性留的后遗症是追根刨底始终没结论颓废的像尊瘟神伤了自尊就向我注射几针合我当了真爱你是惯性慢慢在延伸是路口及时亮起了红灯才显得我多么蠢这种才能只配做个过路人过路人
439121995,15.0,你一定要幸福 (cover 何洁),5001,作词唐恬作曲吴梦奇编曲向不二吉他刘易让合音王勖录音吴晓强混音王勖沿着路灯一个人走回家和老朋友打电话你那里天气好吗有什么新闻可以当作笑话回忆与我都不爱说话偶尔我会想起他心里有一些牵挂有些爱却不得不各安天涯在夜深人静的时候想起他送的那些花还说过一些撕心裂肺的情话赌一把幸福的筹码在人来人往的街头想起他他现在好吗可我没有能给你想要的回答可是你一定要幸福啊回忆与我都不爱说话偶尔我会想起他心里有一些牵挂有些爱却不得不各安天涯在夜深人静的时候想起他送的那些花还说过一些撕心裂肺的情话赌一把幸福的筹码在人来人往的街头想起他他现在好吗可我没有能给你想要的回答可是你一定要幸福啊在夜深人静的时候想起他送的那些花还说过一些撕心裂肺的情话赌一把幸福的筹码在人来人往的街头想起他他现在好吗可我没有能给你想要的回答可是你一定要幸福啊幸福啊
406475388,102.0,圆,768208,作词林若宁作曲编曲褚镇东圆是美满圆是那个令人甜蜜笑脸圆是翩翩起舞转的圈圈转出一圈圈眷恋圆是欠缺圆是那句令人难受再见最怕最爱已经不会再见欢欣都只靠悼念谁等等等等不到月圆谁怕怕怕快乐快用完可知有情人永远结尾才是新的开端情人团聚的小心愿离开一段开一段新一段人间的圆虽则是不够缘而有生一天会遇见成为遗憾的小心愿诚心许愿一千段都甘愿如果保存幸福一段这一段都一样暖纵使谱不上美满的圆的线谁走走走走出了乐园谁痛痛痛痛恨里复元即使距离还太远我信缘分安于身边情人团聚的小心愿离开一段开一段新一段人间的圆虽则是不够缘而有生一天会遇见成为遗憾的小心愿诚心许愿一千段都甘愿如果保存幸福一段这一段都一样暖纵使少一块缺了的圆圈悲观的豁达点给生命望更远别介意永远差一点的欢笑差一点的温暖差一点好好发展小心愿离开一段开一段新一段人间的缘可绘画一个圆从前那一些小缺陷会令世界美满点仍然怀着的小心愿求新一年多一年新一段如果保存幸福一段这一段都一样暖至少今天你欠缺的明天见
1294899029,37.0,心事,1197168,作词徐秉龙作曲徐秉龙是好久不见又再遇见是不是该有些适合的寒暄用来悼念你毁掉的时间其实不遗憾也不为难泛滥好过纠缠你着实不明白人潮往返总该有人先勇敢喜欢你是我最深的不安其余的心事请你就别管我知道缺憾是一种浪漫好多人还羡慕不来快乐真的是有一些难孤独又太简单心事被你遥感随时涣散这真让人为难喜欢你是我最深的不安其余的心事请你就别管我知道缺憾是一种浪漫好多人还羡慕不来放弃你是我最深的勇敢其余的心事请你就别管你可知缺憾是一种浪漫好多人还羡慕不来你可知脆弱是一种勇敢好多人还羡慕不来好多人才羡慕不来制作人许环良六监制陶诗配唱制作人许环良编曲美国欧阳箐宇吉他美国和音录音室奇大录音室北京录音师六混音室奇大录音室北京混音师六母带工程师美国
442869203,14.0,保留,2843,作词郭顶作曲郭顶看见你在我眼前不去猜想我们隔多远当我夜幕中准备只想让沉默的能开解在不同的遭遇里我发现你的瞬间有种不可言说的温柔直觉在有限的深夜消失之前触摸你的脸我情愿这是幻觉也不愿是种告别已经忘了你的名字就在这座寂静星石怎么还有你的样子被保留给我一整个拥抱好让我不至于太潦倒时间过一分一秒还是觉得相遇太美好在不同的遭遇里我发现你的瞬间有种不可言说的温柔直觉当不远的蓝色渐渐显现这无边境界我始终等待再见只不愿再也不见已经忘了你的名字就在这座寂静星石怎么还有你的样子想形容你的句子关于你所有心事一眼能及的钻石哪一个是你地址忘了你的名字就在这座寂静星石怎么还有你的样子我始终等待再见只不愿再也不见真的忘了你的名字是在哪座寂静星石一直还有你的样子被保留
547976490,12.0,爱了很久的朋友,9548,作词林珺帆作曲黄韵玲编曲黄韵玲本来想着以后有了什么就够到后来我只能够想象你们的以后以为我像气球追逐风的自由以后只能怀念释放我的那双手可笑在爱到血肉模糊时候泪水能补救可惜到伤疤结在心头只能笑一笑问候好在有千言万语也没人肯说内疚因为到最后最痛苦的分手总有快乐的理由以为永远很远不愿就此停留以后有太多可能何必叫青春将就以为我会改变变得更懂爱情最后我们变成爱了很久的朋友可笑在爱到血肉模糊时候泪水能补救可惜到伤疤结在心头只能笑一笑问候好在有千差万错也没人肯说内疚因为到最后最痛苦的分手总有快乐的理由可笑在爱到血肉模糊时候泪水能补救可惜到伤疤结在心头只能笑一笑问候好在有千差万错也没人肯说内疚因为到最后我们才能拥有爱了很久的朋友制作人黄韵玲弦乐编曲罗恩妮第一小提琴蔡曜宇朱奕宁骆思云第二小提琴卢思蒨陈泱瑾黄雨柔中提琴甘威鹏牟启东大提琴刘涵隐分子弦乐行政黄雨柔混音袁述中吉他钟承洋贝斯陈纪烽鼓林俊宏和声田馥甄录音师马丁录音室华研猛蛋录音室制作企划统筹葛大为
114389,25.0,你那么爱她,3705,作词林隆璇作曲林隆璇编曲洪敬尧直到爱消失你才懂得去珍惜身边每个美好风景只是它早已离去直到你想通她早已经不再对你留恋最后的你开始了一段挣扎你那么爱她为什么不把她留下为什么不说心里话你深爱她这是每个人都知道啊你那么爱她为什么不把她留下是不是你有深爱的两个她所以你不想再让自己无法自拔直到爱消失你才懂得去珍惜身边每个美好风景只是它早已离去直到你想通她早已经不再对你留恋最后的你开始了一段挣扎你那么爱她为什么不把她留下为什么不说心里话你深爱她这是每个人都知道啊你那么爱她为什么不把她留下是不是你有深爱的两个她所以你不想再让自己无法自拔你那么爱她为什么不把她留下为什么不说心里话你深爱她这是每个人都知道啊你那么爱她为什么不把她留下是不是你有深爱的两个她所以你不想再让自己无法自拔
554242032,6.0,飞云之下,7891,作词易家扬作曲林俊杰编曲制作人林俊杰人声录音林俊杰瞿然李岳松黄冠龙混音周天澈封面设计方亮录音棚韩红风让云长出花漫天的花无声开在乌云之下然后又飘到哪里呀喔林俊杰漫步在人海的人你过得好吗是不是又想念家心中那炙热的梦啊合它多久没说话韩红在飞云之下以为忘了的家在耳里说话叫我别烦心那些痛与怕林俊杰喔半路上的我穿上回忆和风沙合在飞云之下韩红我看着海峡走月光沙滩我也承认我还是会想他喔且慢前面听说风很大林俊杰心在云里摩擦又酸又麻但是思念在梦里爬以后还有谁值得等吗喔韩红孤单是件风衣它裹起了怕然而我很勇敢啊没人记得我也没差合未来在等我去拿韩红在飞云之下以为忘了的家在耳里说话叫我别烦心那些痛与怕林俊杰喔半路上的我穿上回忆和风沙韩红在飞云之下我看着海峡走月光沙滩合我也承认我还是会想他韩红喔且慢林俊杰且慢合前面听说风很大喔韩红在飞云之下以为忘了的家在耳里说话叫我别烦心那些痛与怕林俊杰半路上的我穿上回忆和风沙韩红飞云之下我看着海峡走月光沙滩我也承认我还是会想他合且慢前面听说风很大喔
108251,65.0,当你,3684,作词张思尔作曲林俊杰编曲吴庆隆原唱王心凌如果有一天我回到从前回到最原始的我你是否会觉得我不错如果有一天我离你遥远不能再和你相约你是否会发觉我已经说再见当你的眼睛眯着笑当你喝可乐当你吵我想对你好你从来不知道想你想你也能成为嗜好当你说今天的烦恼当你说夜深你睡不着我想对你说却害怕都说错好喜欢你知不知道如果有一天梦想都实现回忆都成了永远你是否还会记得今天如果有一天我们都发觉原来什么都可以我们是否还会停留在这里当你的眼睛眯着笑当你喝可乐当你吵我想对你好你从来不知道想你想你也能成为嗜好当你说今天的烦恼当你说夜深你睡不着我想对你说却害怕都说错好喜欢你知不知道也许空虚让我想得太多也许该回到被窝梦里会相遇就毫不犹豫大声地说我要说当你的眼睛眯着笑当你喝可乐当你吵我想对你好你从来不知道想你想你也能成为嗜好当你说今天的烦恼当你说夜深你睡不着我想对你说却害怕都说错好喜欢你知不知道我想对你好你从来不知道想你想你也能成为嗜好我想对你说却害怕都说错好喜欢你知不知道制作人吴剑泓制作协力陈炯顺刘永辉配唱制作键盘吴庆隆鼓贝斯吉他和声编写林倛玉和声林倛玉录音室录音师吴剑泓混音室混音师吴剑泓北京大石版权音乐有限公司
33894275,16.0,I Will Show You,125175,
27937466,170.0,忽然之间,8926,作词周耀辉李焯雄作曲林健华忽然之间天昏地暗世界可以忽然什么都没有我想起了你再想到自己我为什么总在非常脆弱的时候怀念你我明白太放不开你的爱太熟悉你的关怀分不开想你算是安慰还是悲哀而现在就算时针都停摆就算生命像尘埃分不开我们也许反而更相信爱如果这天地最终会消失不想一路走来珍惜的回忆没有你我明白太放不开你的爱太熟悉你的关怀分不开想你算是安慰还是悲哀而现在就算时针都停摆就算生命像尘埃分不开我们也许反而更相信爱我明白太放不开你的爱太熟悉你的关怀分不开想你算是安慰还是悲哀而现在就算时针都停摆就算生命像尘埃分不开我们也许反而更相信爱
1313354324,52.0,出山,8103,作词花粥作曲花粥在夜半三更过天桥从来不敢回头看白日里是车水马龙此时脚下是忘川我独自走过半山腰山间野狗来作伴层林尽染百舸流秋风吹过鬼门关一瞬三年五载品粗茶食淡饭六界八荒四海无人与我来叫板人间荒唐古怪竹林外有书斋匿于此地畅快偏来者不善善者不来是我装模作样在瞎掰还是他们本就心怀鬼胎有人不知悔改迷雾中混淆黑白在情怀里市侩旁人不敢来拆穿看似时来运转实则在顶风作案待曲终又人散这一出还有谁在围观在凡尘修炼二十载听闻水能滴石穿帝王豪杰风云变幻敌不过桑田沧海我不关心谁的江山只眷恋两小无猜兴风作浪不稀罕只身固守峨眉山一瞬三年五载品粗茶食淡饭六界八荒四海无人与我来叫板人间荒唐古怪竹林外有书斋匿于此地畅快偏来者不善善者不来是我装模作样在瞎猜还是他们本就心怀鬼胎有人不知悔改迷雾中混淆黑白在情怀里市侩旁人不敢来拆穿看似时来运转实则在顶风作案待曲终又人散这一出还有谁在围观静悄悄配唠唠叨叨随便瞧瞧我凑凑热闹客串也别太潦草吃的生蚝要蘸个酱料悄悄你唠唠叨叨随便瞧瞧你凑的热闹听到你做个记号请装进书包别四处招摇有人迷途知返便是苦尽甘来一瞬三年五载这曲终又人散合作音乐人王胜男音乐制作录音师种旭混音母带处理钻石狗音乐工作室北京专辑封面设计姜小海
548556306,30.0,选择失忆,12262634,作词箱子君作曲箱子君一杯烈酒倒入喉是你给的温柔想念翻滚如浪腾最后更痛最后的最后不过是一场梦心越来越痛如果回到最初如何能选择忘记忘记每一段过去你的话语太伤心一点也没有余地可我还是会想你去想你没忘记你刺痛我心或许一切都归零归零到最初记忆我一定选择不会继续爱你我的爱已经选择暂停选择了失忆一杯烈酒倒入喉是你给的温柔想念翻滚如浪腾最后更痛最后的最后不过是一场梦心越来越痛如果回到最初如何能选择忘记忘记每一段过去你的话语太伤心一点也没有余地可我还是会想你去想你没忘记你刺痛我心或许一切都归零归零到最初记忆我一定选择不会继续爱你我的爱已经选择暂停选择了失忆如何能选择忘记忘记每一段过去你的话语太伤心一点也没有余地可我还是会想你去想你没忘记你刺痛我心或许一切都归零归零到最初记忆我一定选择不会继续爱你我的爱已经选择暂停选择了失忆
526468083,17.0,疏远,12997045,作词虞嫣作曲虞嫣编曲小诺缩混制作人莫小娘和声皎月动听音乐眼前这个城市灯火通明像极了我曾幻想的完美爱情这侵略性的夜景涌进了眼睛面对黑色玻璃我望着自己你口中的我总是遮遮掩掩抽回的手像是表演在谁面前深色斜纹衬衣我从他的眼睛看穿这刻诡异的平静你我之间像一根绷紧的弦断与不断不就是一念之间不曾乞求你能懂得多一点穿越爱情火焰再睁不开眼端坐在阴冷冷的房间眼前的一切我都看不真切挥之不去那张精致鹅蛋脸谎言掩饰谎言其实你不必再疏远还在追究真相实在不该我在封闭空间想象你的出现这尖利般的痛楚你不以为然铃声打破死寂请你别再说明这反转剧情开始跌破眼镜像个卑微小丑听你解释问题压抑气氛延续你送我的伤心请收起用意别去提起你我之间像一根绷紧的弦断与不断不就是一念之间不曾乞求你能懂得多一点穿越爱情火焰再睁不开眼端坐在阴冷冷的房间眼前的一切我都看不真切挥之不去那张精致鹅蛋脸谎言掩饰谎言其实你不必再疏远你我之间像一根绷紧的弦断与不断不就是一念之间不曾乞求你能懂得多一点穿越爱情火焰再睁不开眼端坐在阴冷冷的房间眼前的一切我都看不真切挥之不去那张精致鹅蛋脸谎言掩饰谎言其实你不必再疏远
